property_id,url,title,price,price_display,price_currency,property_type,region,district,full_address,latitude,longitude,land_size_sqm,building_size_sqm,bedrooms,bathrooms,maid_bedrooms,maid_bathrooms,floors,carports,garages,condition,certificate_type,furnished_status,electricity_watt,facing_direction,building_material,floor_material,water_source,facilities,agent_name,agent_company,scraped_at,mall_5km,school_5km,school_2km,hospital_5km,hospital_2km,transit_1km,transit_5km,park_5km
hos19121000,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/turun-harga-bangunan-kontraktor-uk-7x25-walet-pik-1-segera-terjual-hos19121000/,Turun Harga! Bangunan Kontraktor Uk 7X25 Walet Pik 1 Segera Terjual,4900000000.0,"Rp 4,9 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Pantai Indah Kapuk,-6.12367,106.75318,175.0,210.0,4.0,3.0,1.0,1.0,2.0,1.0,,Sudah Renovasi,SHM,Semi Furnished,6600.0,Selatan,"Beton, Bata Hebel","Granit, Keramik, Vinyl",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Laundry, Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Water Heater, AC, CCTV, Tempat Jemuran, Telepon, Taman",Natan Chen, Icon Property PIK,2026-02-20T18:00:17.201099+00:00,4,12,2,5,0,3,8,5
hos17293197,https://www.rumah123.com/properti/jakarta-utara-golf-island/cash-kpr-rumah-golf-island-12x30-41-kamar-tidur-hos17293197/,Cash / KPR - Rumah Golf Island 12X30 [4+1 Kamar Tidur],12500000000.0,"Rp 12,5 Miliar",IDR,Rumah,Jakarta Utara,"Golf Island, Jakarta Utara",Golf Island PIK,-6.091295568016,106.74452901516,360.0,435.0,4.0,4.0,1.0,1.0,2.0,2.0,,Bagus,HGB,Unfurnished,4400.0,Selatan,Batako,"Keramik, Vinyl",PAM atau PDAM,"Keamanan 24 Jam, Telepon",Richard Infinite,INFINITE ESTATE,2026-02-20T18:00:32.022112+00:00,5,10,5,5,3,2,7,4
hos40830875,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/rumah-huk-gading-kirana-kelapa-gading-jarang-ada-329-m-hos40830875/,Rumah Huk Gading Kirana Kelapa Gading Jarang Ada 329 M,13000000000.0,Rp 13 Miliar,IDR,Rumah,Jakarta Utara,"Kelapa Gading, Jakarta Utara","Indomaret Gading Kirana I, Jl. Gading Kirana Timur IX, Kelapa Gading Barat, Kelapa Gading, Kota Jakarta Utara, DKI Jakarta, Indonesia, 14240",-6.145819881956967,106.89729714982955,329.0,400.0,5.0,5.0,2.0,2.0,3.0,1.0,,Sudah Renovasi,SHM,Semi Furnished,11000.0,Selatan,,,,"Keamanan 24 Jam, Teras",Christine,AVERY REALTY,2026-02-20T18:00:42.157326+00:00,7,10,2,5,3,4,8,3
hos40793159,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/rumah-pik1-cluster-bgm-harga-murah-siap-huni-hos40793159/,Rumah Pik1 Cluster Bgm Harga Murah Siap Huni,8500000000.0,"Rp 8,5 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Rumah Pik1 Cluster Bgm Harga Murah Siap Huni | Rumah123,-6.102623,106.74115,180.0,250.0,3.0,3.0,1.0,1.0,3.0,2.0,,Renovasi Minimum,SHM,Semi Furnished,,Utara,,,,"Keamanan 24 Jam, Akses Parkir, Kolam Renang, One Gate System, Wastafel, Mesin Cuci, Kitchen Set, Tempat Jemuran, Telepon, CCTV, AC",Ricky Bong,GTR ( GROW TRUE REALTY ),2026-02-20T18:15:52.166900+00:00,6,7,2,6,2,2,7,4
hos40957999,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/rumah-mewah-elang-laut-pik-10x30-shm-25-lantai-full-furnished-hos40957999/,"Rumah Mewah Elang Laut Pik 10X30, SHM, 2,5 Lantai, Full Furnished",12500000000.0,"Rp 12,5 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Fasilitas Perumahan,-6.102623,106.74115,300.0,450.0,4.0,6.0,2.0,1.0,3.0,3.0,,Bagus,SHM,Furnished,5500.0,Selatan,"Batako, Bata Hebel",Marmer,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Jogging Track, Taman Bermain, Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, Kolam Renang, Taman, Teras, CCTV, AC, Tempat Cuci",Vivi Era,ERA Peak Green Lake City Branch,2026-02-20T18:15:52.272503+00:00,4,8,3,6,3,2,9,4
hos41036124,https://www.rumah123.com/properti/jakarta-utara-pantai-mutiara/rumah-mewah-di-pantai-mutiara-pluit-full-marmer-view-laut-hos41036124/,Rumah Mewah di Pantai Mutiara Pluit Full Marmer View Laut,32000000000.0,Rp 32 Miliar,IDR,Rumah,Jakarta Utara,"Pantai Mutiara, Jakarta Utara","Jl. Pantai Mutiara No. 8, Pluit, Penjaringan, Kota Jakarta Utara, DKI Jakarta, Indonesia, 14450",-6.10773,106.791458,609.0,1200.0,5.0,5.0,2.0,2.0,4.0,2.0,,Bagus,HGB,Furnished,13200.0,Selatan,"Beton, Bata Hebel","Marmer, Vinyl",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Laundry, Jogging Track, Taman Bermain, Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, Kolam Renang, Taman, Kolam Ikan, Teras, CCTV, AC, Tempat Cuci",Rico Math,Creative Property PIK,2026-02-20T18:16:06.839816+00:00,5,10,2,6,1,1,6,4
hos40943007,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/rumah-kelapa-gading-brand-new-aman-banjir-komplek-favorit-6x20-hos40943007/,Rumah Kelapa Gading Brand New Aman Banjir Komplek Favorit 6X20,5190000000.0,"Rp 5,19 Miliar",IDR,Rumah,Jakarta Utara,"Kelapa Gading, Jakarta Utara",Rumah Kelapa Gading Brand New Aman Banjir Komplek Favorit 6X20 | Rumah123,-6.15808,106.918152,120.0,360.0,5.0,6.0,1.0,1.0,4.0,1.0,,Bagus,SHM,Unfurnished,2200.0,Barat,Beton,"Granit, Keramik",PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, One Gate System, Wastafel, Kitchen Set, Tempat Jemuran, Teras, Backyard, Tempat Cuci",Lily Lim,GadingPro Sunter,2026-02-20T18:16:07.856772+00:00,4,8,5,4,1,3,9,4
hos41093353,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/dijual-rumah-modern-minimalis-janur-kuning-25lt-36m-hos41093353/,Dijual Rumah Modern Minimalis Janur Kuning 2.5Lt @3.6M,3600000000.0,"Rp 3,6 Miliar",IDR,Rumah,Jakarta Utara,"Kelapa Gading, Jakarta Utara",Perumahan/Komplek,-6.16076844,106.9035302,102.0,180.0,3.0,3.0,1.0,1.0,3.0,2.0,,Bagus,SHM,Unfurnished,4400.0,Selatan,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, One Gate System, Wastafel, Kitchen Set, Teras",Emilia Era Gading,ERA GADING,2026-02-20T18:16:09.296500+00:00,6,16,4,7,2,2,11,4
hos40330383,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk-2/hot-unit-primary-promo-sepesial-rumah-bukit-nirmala-pik2-free-ppn-hos40330383/,"Hot Unit Primary! Promo Spesial Rumah Bukit Nirmala 6X12,5 Pik 2 - Only One Unit",2400000000.0,"Rp 2,4 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk 2, Jakarta Utara","Cluster Bukit Nirmala 5 No.17, Kosambi Timur, Kosambi, Tangerang, Banten, Indonesia, 15213",-6.0773662,106.7058946,80.0,127.0,3.0,3.0,1.0,1.0,2.0,1.0,,Bagus,PPJB,Unfurnished,4400.0,Selatan,,,,"Keamanan 24 Jam, Tempat Jemuran, Teras, Tempat Cuci",Angelina Limanto,ERA Peak,2026-02-20T18:16:35.598583+00:00,7,7,2,4,2,2,8,2
hos39265593,https://www.rumah123.com/properti/jakarta-utara-kelapa-gading/jual-cepat-murah-rumah-minimalis-2-lantai-3-kamar-bebas-banjir-di-kelapa-gading-hos39265593/,Jual Cepat ....Murah Banget...Rumah Minimalis 2 Lantai 3 Kamar Bebas Banjir di Gading Imperial Kelapa Gading,2500000000.0,"Rp 2,5 Miliar",IDR,Rumah,Jakarta Utara,"Kelapa Gading, Jakarta Utara","Blok E3 No.7 Komplek Imperial Gading, Imperial Gading Residence, Jl. Tlk Pananjung Block E3 No. 7, Sukapura, Cilincing, Kota Jakarta Utara, DKI Jakarta, Indonesia, 14140",-6.15808,106.918152,122.0,175.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Semi Furnished,2200.0,Timur,"Batako, Beton, Bata Merah, Bata Hebel","Granit, Keramik, Marmer",PAM atau PDAM,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman, Kolam Renang, CCTV, One Gate System, Laundry, Jogging Track, Taman Bermain, Wastafel, Kulkas, Mesin Cuci, Kitchen Set, Kompor, Water Heater, Tempat Jemuran, Telepon, Taman, Kolam Ikan, Teras, CCTV, AC, Backyard, Tempat Cuci",Djauhari Kiki,GadingPro MOI,2026-02-20T18:33:40.297560+00:00,3,7,4,5,2,2,12,4
hos41061863,https://www.rumah123.com/properti/jakarta-utara-cilincing/rumah-mewah-2-lantai-di-cilincing-jakarta-utara-sangat-dekat-dengan-tol-jorr-hos41061863/,"Rumah Mewah 2 Lantai di Cilincing Jakarta Utara, Sangat Dekat dengan Tol Jorr",4000000000.0,Rp 4 Miliar,IDR,Rumah,Jakarta Utara,"Cilincing, Jakarta Utara","Jl. Kebantenan IV No. 49, Semper Timur, Cilincing, Kota Jakarta Utara, DKI Jakarta, Indonesia, 14130",-6.1120001,106.931,256.0,286.0,6.0,5.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Semi Furnished,2200.0,,,,PAM atau PDAM,"Keamanan 24 Jam, One Gate System, Kitchen Set, Tempat Jemuran, Telepon, Taman, Teras",I Made Timotius Moerthy,$undefined,2026-02-20T18:34:22.017003+00:00,7,9,3,7,1,3,9,4
hos41043250,https://www.rumah123.com/properti/jakarta-utara-sunter/jual-murah-rumah-shm-di-sunter-agung-jakarta-dekat-fasum-jis-hos41043250/,"Jual Murah Rumah SHM di Sunter Agung Jakarta Dekat Fasum, Jis",4000000000.0,Rp 4 Miliar,IDR,Rumah,Jakarta Utara,"Sunter, Jakarta Utara",Komplek Perumahan,-6.13717,106.865242,193.0,193.0,5.0,3.0,,,2.0,1.0,,Bagus,SHM,Unfurnished,1300.0,Utara,"Batako, Bata Merah",Keramik,PAM atau PDAM,"Akses Parkir, Wastafel, Tempat Jemuran, Taman, Teras, Backyard, Tempat Cuci",Lidia Chandra,$undefined,2026-02-20T18:50:23.182024+00:00,4,10,2,3,1,3,5,2
hos16428473,https://www.rumah123.com/properti/jakarta-utara-sunter/danau-sunter-selatan-rumah-mewah-lokasi-strategis-hos16428473/,Danau Sunter Selatan Rumah Mewah Lokasi Strategis,24000000000.0,Rp 24 Miliar,IDR,Rumah,Jakarta Utara,"Sunter, Jakarta Utara",Jl. Danau Sunter Selatan,-6.13717,106.86524,910.0,1107.0,5.0,3.0,1.0,1.0,2.0,10.0,,Bagus,SHM,Semi Furnished,,Selatan,Bata Merah,Marmer,PAM atau PDAM,"Masjid, Wastafel, Water Heater, AC, Tempat Jemuran, Telepon, Taman, Kolam Ikan",Yumico  Lee,Era Fiesta Metland,2026-02-20T18:50:26.752266+00:00,6,14,4,5,1,2,8,4
hos41052965,https://www.rumah123.com/properti/jakarta-utara-pantai-indah-kapuk/rumah-3-lantai-cluster-florence-pik-jakut-hos41052965/,Rumah 3 Lantai Cluster Florence Pik Jakut For Sale,10500000000.0,"Rp 10,5 Miliar",IDR,Rumah,Jakarta Utara,"Pantai Indah Kapuk, Jakarta Utara",Rumah 3 Lantai Cluster Florence Pik Jakut For Sale | Rumah123,-6.102623,106.74115,250.0,400.0,4.0,4.0,1.0,1.0,3.0,1.0,,Bagus,SHM,Semi Furnished,,,,,PAM atau PDAM,"Keamanan 24 Jam, Telepon",Vitasya,Era Golden Triangle,2026-02-20T18:50:29.019389+00:00,7,14,2,4,3,2,11,6
hos40914286,https://www.rumah123.com/properti/jakarta-utara-ancol/rumah-dijual-ancol-timur-5-kamar-tidur-hadap-selatan-luas-772m2-hos40914286/,Rumah Dijual Ancol Timur 5 Kamar Tidur Hadap Selatan - Luas 772M2,14500000000.0,"Rp 14,5 Miliar",IDR,Rumah,Jakarta Utara,"Ancol, Jakarta Utara",Perumahan/Komplek,-6.12912,106.833351,772.0,650.0,5.0,4.0,1.0,1.0,2.0,2.0,,Bagus,HGB,Unfurnished,13900.0,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Taman, Wastafel, Tempat Jemuran, Telepon, Teras, Backyard",Julianto Firman,INTERPRO Properti,2026-02-20T18:50:37.377715+00:00,4,10,2,6,1,2,8,6
hos40171320,https://www.rumah123.com/properti/jakarta-timur-rawamangun/dijual-rumah-siap-huni-suasana-komplek-lokasi-ok-hos40171320/,Dijual Rumah Siap Huni Suasana Komplek Lokasi Ok,3900000000.0,"Rp 3,9 Miliar",IDR,Rumah,Jakarta Timur,"Rawamangun, Jakarta Timur","Jl. Kakap Raya No. 45, Jati, Pulogadung, Kota Jakarta Timur, DKI Jakarta, Indonesia, 13220",-6.19669,106.888428,135.0,250.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Semi Furnished,3500.0,Selatan,,,Sumur Pompa,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman Bermain, Kitchen Set, Taman, AC",Aris.Thehomes,The Homes Tebet,2026-02-20T18:51:08.256366+00:00,4,13,3,7,1,2,7,3
hos19260338,https://www.rumah123.com/properti/jakarta-timur-cipayung/rumah-komplek-anggrek-loka-cipayung-jakarta-timur-hos19260338/,Rumah Komplek Anggrek Loka Kamar Tidur 2+1 Cipayung Jakarta Timur,750000000.0,Rp 750 Juta,IDR,Rumah,Jakarta Timur,"Cipayung, Jakarta Timur",Rumah Komplek Anggrek Loka Kamar Tidur 2+1 Cipayung Jakarta Timur | Rumah123,-6.33049,106.91112,84.0,54.0,3.0,1.0,,,1.0,1.0,,Renovasi Minimum,SHM,Unfurnished,1300.0,Selatan,,Keramik,Sumur Pompa,,ROZI (VWDX),$undefined,2026-02-20T18:51:20.403480+00:00,5,13,2,6,1,2,8,2
hos41106014,https://www.rumah123.com/properti/jakarta-timur-duren-sawit/rumah-2-lantai-di-pondok-bambu-duren-sawit-jakarta-timur-hos41106014/,Rumah 2 Lantai di Pondok Bambu Duren Sawit Jakarta Timur,2300000000.0,"Rp 2,3 Miliar",IDR,Rumah,Jakarta Timur,"Duren Sawit, Jakarta Timur",Fasilitas Perumahan,-6.23246061,106.9204409,90.0,140.0,3.0,3.0,,,2.0,2.0,,Bagus,SHM,Unfurnished,2200.0,Utara,,,PAM atau PDAM,"Keamanan 24 Jam, Telepon",Arco Sirc.,Arvi Pro,2026-02-20T18:51:28.033848+00:00,5,6,4,7,3,3,8,4
hos17455486,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-2-lt-lebar-12-di-taman-modern-cakung-harga-bwh-njop-hos17455486/,"Rumah 2 lt Lebar 12 di Taman Modern, Cakung. Harga bwh NJOP",4900000000.0,"Rp 4,9 Miliar",IDR,Rumah,Jakarta Timur,"Cakung, Jakarta Timur","Jl. Raya Taman Modern, Cakung",-6.18489,106.94493,420.0,500.0,4.0,3.0,2.0,1.0,2.0,2.0,,Bagus,SHM,Unfurnished,,,,Keramik,PAM atau PDAM,"Masjid, Akses Parkir, Taman, CCTV, Laundry, Wastafel, Tempat Jemuran, Taman",Tetry.XMarks,Xavier Marks First Bekasi,2026-02-20T18:51:35.114195+00:00,6,10,3,6,1,3,6,3
hos18814080,https://www.rumah123.com/properti/jakarta-timur-rawamangun/rumah-kokoh-hook-dlm-komplek-di-rawamangun-jak-tim-hos18814080/,Rumah Kokoh Hook Dlm Komplek di Rawamangun Jak - Tim,16500000000.0,"Rp 16,5 Miliar",IDR,Rumah,Jakarta Timur,"Rawamangun, Jakarta Timur",Rawamangun Jakarta Timur,-6.19669,106.88843,1260.0,600.0,5.0,4.0,3.0,1.0,,2.0,,Bagus,SHM,Unfurnished,13300.0,Timur,Bata Merah,"Granit, Keramik",Sumur Bor,"Keamanan 24 Jam, Wastafel, Tempat Jemuran, Taman",Suryadi,Galaxy Media Property,2026-02-20T18:51:40.462587+00:00,3,7,5,3,2,3,8,6
hos18766534,https://www.rumah123.com/properti/jakarta-timur-cipayung/rumah-2lantai-full-bata-merah-deket-mcd-cipayunglrt-ciracas-hos18766534/,Rumah 2Lantai Full Bata Merah Deket Mc'd Cipayung/Lrt Ciracas,1100000000.0,"Rp 1,1 Miliar",IDR,Rumah,Jakarta Timur,"Cipayung, Jakarta Timur",Mc'd Cipayung Jakarta timur,-6.33049,106.91112,60.0,65.0,3.0,2.0,,,2.0,2.0,,Baru,SHM,,2200.0,Selatan,"Beton, Bata Merah","Granit, Keramik, Ubin",,"Keamanan 24 Jam, Akses Parkir, Taman, CCTV, One Gate System, Wastafel, Tempat Jemuran, Telepon, Taman",Abu Tsaqif,Hasanah Properti Indonesia,2026-02-20T18:51:44.108221+00:00,6,8,4,6,2,2,8,5
hos17780891,https://www.rumah123.com/properti/jakarta-timur-lubang-buaya/rumah-2-lantai-dilubang-buaya-deket-tol-lrt-taman-mini-hos17780891/,Rumah 2 Lantai Dilubang Buaya Deket Tol Lrt Taman Mini,900000000.0,Rp 900 Juta,IDR,Rumah,Jakarta Timur,"Lubang Buaya, Jakarta Timur",Deket jln raya lubang buaya jakarta timur,-6.2936,106.90837,56.0,70.0,3.0,3.0,,1.0,2.0,1.0,,Baru,SHM,,,,"Batako, Beton, Bata Hebel","Granit, Keramik",Sumur Bor,"Akses Parkir, Taman, CCTV, One Gate System, Wastafel, AC, CCTV, Tempat Jemuran, Telepon, Taman",Abu Tsaqif,Hasanah Properti Indonesia,2026-02-20T18:51:44.566758+00:00,2,7,2,3,2,1,11,4
hos18615833,https://www.rumah123.com/properti/jakarta-timur-cakung/murah-jual-rumah-siap-huni-di-sedayu-city-6x125-selatan-hos18615833/,Murah!!  Jual Rumah Siap Huni Di Sedayu City 6x12.5 Selatan,2950000000.0,"Rp 2,95 Miliar",IDR,Rumah,Jakarta Timur,"Cakung, Jakarta Timur",Sedayu City,-6.18489,106.94493,75.0,120.0,3.0,2.0,1.0,1.0,,1.0,,Sudah Renovasi,Lainnya,Furnished,3500.0,Selatan,,,PAM atau PDAM,,thing thing,ERA GADING,2026-02-20T18:52:02.780150+00:00,2,7,2,5,2,3,7,3
hos40384773,https://www.rumah123.com/properti/jakarta-timur-duren-sawit/dijual-rumah-baru-bergaya-minimalis-2-lantai-siap-huni-akses-tol-jorr-becakayu-dan-dalam-kota-dekat-supermarket-sekolah-hos40384773/,"Dijual Rumah Baru 2 Lantai Siap Huni Taman Malaka, Duren Sawit Dekat Tol & KRL",2900000000.0,"Rp 2,9 Miliar",IDR,Rumah,Jakarta Timur,"Duren Sawit, Jakarta Timur","Blok E3, Jl. Taman Malaka Barat 3c Block E3 No. 10, Malaka Sari, Duren Sawit, Kota Jakarta Timur, DKI Jakarta, Indonesia, 13460",-6.23001,106.92741,149.0,170.0,3.0,3.0,1.0,1.0,2.0,2.0,,Bagus,HGB,Unfurnished,22000.0,Barat,"Beton, Bata Merah",Keramik,Sumur Bor,"Keamanan 24 Jam, Masjid, Taman, One Gate System, Laundry, Jogging Track, Taman Bermain, Wastafel, Tempat Jemuran, Taman, Teras, Backyard, Tempat Cuci",BUDI NOPIANTO,Ray White Tebet,2026-02-20T18:52:07.628322+00:00,5,7,3,7,2,3,6,4
hos41111892,https://www.rumah123.com/properti/jakarta-timur-kayu-putih/dijual-rumah-kayu-putih-jakarta-timur-lt-216-m-harga-turun-42-m-nego-hos41111892/,"Dijual Rumah Kayu Putih Jakarta Timur LT 216 M² - Harga Turun 4,2 M Nego",4200000000.0,"Rp 4,2 Miliar",IDR,Rumah,Jakarta Timur,"Kayu Putih, Jakarta Timur",Fasilitas Perumahan,-6.17809,106.89315,216.0,150.0,3.0,3.0,1.0,1.0,2.0,2.0,,Renovasi Total,Lainnya,Unfurnished,5500.0,Selatan,Beton,Marmer,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, Wastafel, Tempat Jemuran, Teras",Juliana,ERA GADING,2026-02-20T18:52:08.150026+00:00,6,10,5,6,3,2,7,4
hos40848132,https://www.rumah123.com/properti/jakarta-timur-cakung/rumah-secondary-siap-huni-di-perum-jgc-asya-cakung-jakarta-timur-hos40848132/,Rumah Secondary Siap Huni di Perum Jgc Asya Cakung Jakarta Timur,5500000000.0,"Rp 5,5 Miliar",IDR,Rumah,Jakarta Timur,"Cakung, Jakarta Timur",Rekomendasi Komplek Properti,-6.18489,106.944931,168.0,256.0,4.0,4.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Furnished,5500.0,Utara,,,Sumur Bor,"Masjid, Akses Parkir, CCTV, Jogging Track, Telepon",Andi setiadi,$undefined,2026-02-20T18:52:13.414092+00:00,6,11,3,7,2,1,6,4
hos40117147,https://www.rumah123.com/properti/jakarta-timur-cibubur/rumah-bagus-dengan-paviliun-mewah-di-cibubur-hos40117147/,Rumah Bagus dengan Paviliun Mewah di Cibubur,6800000000.0,"Rp 6,8 Miliar",IDR,Rumah,Jakarta Timur,"Cibubur, Jakarta Timur","Jl. Blk Duku No.37A, Cibubur, Ciracas, Kota Jakarta Timur, DKI Jakarta, Indonesia, 13720",-6.357528,106.877138,891.0,450.0,6.0,4.0,1.0,1.0,2.0,10.0,,Bagus,SHM,Unfurnished,5500.0,Selatan,Bata Merah,,Sumur Bor,"CCTV, Tempat Jemuran, Telepon, Teras, CCTV, Tempat Cuci",Arif Firmansyah,Rumamu,2026-02-20T18:52:27.945056+00:00,6,8,3,5,3,2,9,2
hos17490317,https://www.rumah123.com/properti/jakarta-timur-kayu-putih/rumah-2-lantai-bagus-shm-di-kayu-putih-jakarta-timur-hos17490317/,"Rumah 2 Lantai Bagus SHM di Kayu Putih , Jakarta Timur",4500000000.0,"Rp 4,5 Miliar",IDR,Rumah,Jakarta Timur,"Kayu Putih, Jakarta Timur",Kayu Putih ,-6.17809,106.89315,200.0,350.0,6.0,6.0,1.0,1.0,2.0,1.0,,Bagus,SHM,Semi Furnished,4400.0,Utara,Bata Merah,Keramik,Sumur Bor,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman, CCTV, Laundry, Wastafel, Kulkas, Kitchen Set, Water Heater, AC, Tempat Jemuran, Telepon, Taman",Sujono,Fasa Property,2026-02-20T18:52:35.060003+00:00,3,10,3,4,2,2,8,5
hos39225058,https://www.rumah123.com/properti/jakarta-timur-makasar/rumah-2-lantai-dengan-luas-142m2-di-makasar-jaktim-hos39225058/,"Rumah 2 Lantai dengan luas 142m2 di Makasar, Jaktim",2290000000.0,"Rp 2,29 Miliar",IDR,Rumah,Jakarta Timur,"Makasar, Jakarta Timur","Alfamart Jengki Cipinang Asem, Jl. Jengki, Kebon Pala, Makasar, Kota Jakarta Timur, DKI Jakarta, Indonesia, 13650",-6.2588570002,106.87866,114.0,142.0,3.0,3.0,,,2.0,1.0,,Bagus,SHM,Unfurnished,3500.0,Timur,,,Sumur Bor,"Keamanan 24 Jam, Masjid, Akses Parkir, CCTV, Tempat Jemuran, Telepon, Teras, Tempat Cuci",Mahendra,Central Estate,2026-02-20T18:52:46.250141+00:00,4,12,2,4,2,3,9,4
hos38942618,https://www.rumah123.com/properti/jakarta-timur-cipayung/rumah-mewah-semi-furnished-dengan-kolam-renang-di-dalam-di-area-cipayung-jakarta-timur-rr055-hos38942618/,"Rumah Mewah Semi Furnished dengan kolam renang di dalam di Area Cipayung, Jakarta Timur RR055",9490000000.0,"Rp 9,49 Miliar",IDR,Rumah,Jakarta Timur,"Cipayung, Jakarta Timur",Rekomendasi Komplek Properti,-6.33049,106.911118,278.0,453.0,4.0,5.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Semi Furnished,5500.0,,,,Sumur Pompa,"Keamanan 24 Jam, Kolam Renang, One Gate System, Laundry, Wastafel, Kitchen Set, Water Heater, Tempat Jemuran, Taman, Teras, Backyard",Mahendra,Central Estate,2026-02-20T18:52:52.723261+00:00,3,7,3,6,1,2,8,3
hos39186399,https://www.rumah123.com/properti/jakarta-timur-condet/turun-harga-townhouse-25-lantai-terawat-posisi-hoek-nempel-tb-simatupang-hos39186399/,"Jarang Ada! Townhouse 2,5 Lantai Terawat Posisi Hoek Nempel Tb. Simatupang",2390000000.0,"Rp 2,39 Miliar",IDR,Rumah,Jakarta Timur,"Condet, Jakarta Timur","Jl. Damai No.58, Batu Ampar, Kramatjati, Kota Jakarta Timur, DKI Jakarta, Indonesia, 13520",-6.290663529095141,106.85952183883774,155.0,210.0,3.0,2.0,1.0,1.0,2.0,2.0,,Bagus,SHM,Semi Furnished,5500.0,Selatan,,,PAM atau PDAM,"Keamanan 24 Jam, Akses Parkir, CCTV, One Gate System, Wastafel, Kitchen Set, Water Heater, Tempat Jemuran, Telepon, Teras, CCTV, AC, Tempat Cuci",Mahendra,Central Estate,2026-02-20T18:52:56.830058+00:00,5,12,3,7,2,2,11,5
hos16444090,https://www.rumah123.com/properti/jakarta-timur-pondok-kelapa/rumah-lebar-7-lokasi-strategis-di-pondok-kelapa-jakarta-timur-hos16444090/,Rumah Lebar 7 Lokasi Strategis Di Pondok Kelapa Jakarta Timur,2900000000.0,"Rp 2,9 Miliar",IDR,Rumah,Jakarta Timur,"Pondok Kelapa, Jakarta Timur",Jl Manggar Pondok Kelapa Jakarta Timur,-6.24576,106.94056,140.0,170.0,4.0,3.0,,,2.0,,,Bagus,SHM,Semi Furnished,3300.0,,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Masjid, Akses Parkir, Taman, Laundry, Wastafel, Kitchen Set, AC, Tempat Jemuran, Telepon, Taman",Ester,ERA Matrix,2026-02-20T18:54:38.010630+00:00,4,10,3,4,1,2,10,6
hos14930375,https://www.rumah123.com/properti/jakarta-timur-pondok-kelapa/dijual-cepat-rumah-semi-furnish-butuh-renov-shm-di-billy-moon-pondok-kelapa-jakarta-timur-hos14930375/,Dijual Cepat Rumah Semi Furnish Butuh Renov Shm Di Billy Moon Pondok Kelapa Jakarta Timur,7200000000.0,"Rp 7,2 Miliar",IDR,Rumah,Jakarta Timur,"Pondok Kelapa, Jakarta Timur","Kelapa Sawit I Billy Moon, Pondok Kelapa, Jakarta Timur, DKI Jakarta ",-6.24576,106.94056,590.0,620.0,9.0,6.0,1.0,1.0,2.0,7.0,,Renovasi Minimum,SHM,Semi Furnished,5500.0,Selatan,Bata Merah,Keramik,PAM atau PDAM,"Keamanan 24 Jam, Masjid, Taman, Kolam Renang, Laundry, Taman Bermain, Wastafel, Kitchen Set, Kompor, AC, Tempat Jemuran, Telepon, Kolam Renang, Taman, Kolam Ikan, Teras, AC, Backyard, Tempat Cuci",Ester,ERA Matrix,2026-02-20T18:54:41.437732+00:00,6,11,3,6,2,1,8,4
